"Date","Brand.Names","Product.Description","Product.Types","Recall.Reason.Description","Company.Name","Category","Food.Sub"
NA,"El Guapo","Chile Habanero and Pasilla-Ancho Chile Pods","Food & Beverages, Spices, Flavors &  Salts","Undeclared peanut","Mohave Foods Corporation","Food & Beverages","Flavors &  Salts"
0002-08-20,"Bird Seed Food Co.","Granola-Goldenola Turmeric & Ginger","Food & Beverages, Snack Food Item","Undeclared Cashews","Bird Seed Food Co.","Food & Beverages","Snack Food Item"
NA,"Sprout Creek Farm","Kinkead raw cows' milk cheese","Food & Beverages","Potential to be contaminated with Listeria monocytogenes","Sprout Creek Farm, Inc.","Food & Beverages",""
0002-04-20,"Whole Foods Market","Hipster Chipster Cookies","Food & Beverages, Snack Food Item","Undeclared Walnut, Milk and Eggs","Whole Foods Market","Food & Beverages","Snack Food Item"
NA,"Green Cedar","Ackawi Cheese","Food & Beverages, Cheese/Cheese Product","Potential to be contaminated with Listeria monocytogenes","Green Cedar Dairy","Food & Beverages","Cheese/Cheese Product"
0003-10-20,"Greens & Grains","Hummus and Quinoa Tabouleh Wrap","Food & Beverages, Allergens","Undeclared Soy","Atherstone Foods Inc.","Food & Beverages",""
NA,"Gilda Industries","Panque – Butter pound cake","Food & Beverages, Bakery Product/Mix","Undeclared milk","Gilda Industries, Inc.","Food & Beverages","Bakery Product/Mix"
0003-01-20,"Sunstone Organics","White Vein Kratom and Maeng Da Kratom","Food & Beverages, Meal Replacements","Potential Contamination by Salmonella","Sunstone Organics","Food & Beverages","Meal Replacements"
0002-01-20,"Oskri","Nut Butters","Food & Beverages, Butter/Butter Product","Listeria monocytogenes","Oskri Organics Corporation","Food & Beverages","Butter/Butter Product"
NA,"Margie","Cheese 1 lb wheel","Food & Beverages, Foodborne Illness, Cheese/Cheese Product","Potential to be contaminated with Listeria monocytogenes","Margie","Food & Beverages","Cheese/Cheese Product"
0003-11-20,"Hiland","Half-gallon premium whole milk chocolate","Food & Beverages, Allergens, Milk/Milk Product","Undeclared egg","Hiland Dairy","Food & Beverages","Milk/Milk Product"
0002-01-20,"Gold Medal","Unbleached Flour","Food & Beverages, Bakery Product/Mix","Potential Presence of Salmonella","General Mills","Food & Beverages","Bakery Product/Mix"
0002-01-20,"Simple Truth Organic","Fruit Puree with Nonfat Greek Yogurt pouch","Food & Beverages, Fruit/Fruit Product","Undeclared milk","Perrigo Company","Food & Beverages","Fruit/Fruit Product"
NA,"Joy","Joy Brand Chutneys and Pastes","Food & Beverages","Allergy Alert on Undeclared Sulfites","Joy Gourmet Foods Inc","Food & Beverages",""
0002-01-20,"Satur Farms","Baby Spinach and Mesclun","Food & Beverages, Produce","Potential Contamination by Salmonella","Satur Farms","Food & Beverages","Produce"
0003-01-20,"Nova Salted Biscuit","Nova Salted Biscuit","Food & Beverages, Bakery Product/Mix","Milk Allergen","Asia Foods Distributor Inc.","Food & Beverages","Bakery Product/Mix"
NA,"Fit & Active","Southwest Veggie Stuffed Sandwiches","Food & Beverages","Possible contamination with Salmonella and Listeria monocytogenes","J&J Snack Foods Handheld Corp.","Food & Beverages",""
0003-04-20,"Bachman","Twist Pretzels","Food & Beverages, Snack Food Item","Undeclared Milk","UTZ Quality Foods, Inc.","Food & Beverages","Snack Food Item"
0003-10-20,"Funky Chunky","Nutty Choco Pop","Food & Beverages, Allergens, Chocolate/Cocoa Product","Undeclared Almond and Cashew Tree-Nut","Funky Chunky, LLC","Food & Beverages","Chocolate/Cocoa Product"
NA,"WEGMANS","Placek Coffee Cake, 11 oz. and 22 oz., and Pumpkin Loaf, 11 oz.","Food & Beverages, Allergens, Bakery Product/Mix","Undeclared milk","Wegmans Food Markets, Inc.","Food & Beverages","Bakery Product/Mix"
0003-11-20,"Moonstruck","Sea Salt Caramels Tumbled In Milk Chocolate","Food & Beverages, Allergens","Undeclared hazelnuts","Moonstruck Chocolate Company","Food & Beverages",""
NA,"Best Taste","Dried Bamboo Shoot","Food & Beverages, Allergens","Undeclared Sulfites","Country Favor Inc.","Food & Beverages",""
0003-12-20,"Tres Hermanos Bakery","Bread","Food & Beverages, Allergens, Bakery Product/Mix","Undeclared milk","Tres Hermanos Bakery","Food & Beverages","Bakery Product/Mix"
NA,"Duncan Hines","Cake mixes","Food & Beverages, Foodborne Illness, Bakery Product/Mix","Due to Potential Presence of Salmonella","Conagra Brands","Food & Beverages","Bakery Product/Mix"
0003-04-20,"Marketside","Green Beans and Butternut Squash","Food & Beverages, Vegetable Products","Potential to be contaminated with Listeria monocytogenes","Southern Specialties Inc","Food & Beverages","Vegetable Products"
0011-09-20,"Hy-Vee","Fire Roasted Tomato, Spinach Twice Baked Potato","Food & Beverages, Prepared Food","Possible contamination with Salmonella and Listeria monocytogenes","Hy-Vee","Food & Beverages","Prepared Food"
0002-01-20,"Jac. Vandenberg, Inc.","Peaches, nectarines, plums","Food & Beverages, Fruit/Fruit Product","Listeria","Jac. Vandenberg, Inc.","Food & Beverages","Fruit/Fruit Product"
NA,"Smartfood Delight","Sea Salt Flavored popcorn","Food & Beverages, Allergens, Snack Food Item","Undeclared Milk","Frito-Lay","Food & Beverages","Snack Food Item"
0003-10-20,"Eat Smart","Salad Shake Ups several flavors","Food & Beverages, Vegetable Products","Potential to be contaminated with Listeria monocytogenes","Apio Inc.","Food & Beverages","Vegetable Products"
NA,"Chukar Cherries","Ultra Dark Chocolate products","Food & Beverages, Allergens, Chocolate/Cocoa Product","Undeclared milk","Chukar Cherries","Food & Beverages","Chocolate/Cocoa Product"
NA,"Ottogi","Various noodle products","Food & Beverages, Egg/Egg Product","Undeclared Egg","Ottogi America, Inc.","Food & Beverages","Egg/Egg Product"
0003-11-20,"Home Fresh Foods","Suya Barbecue Seasoning","Food & Beverages, Allergens, Spices, Flavors &  Salts","Undeclared Peanuts","Accra Super Market","Food & Beverages","Flavors &  Salts"
0011-02-20,"Barcelona","roasted and salted in shell pistachios","Food & Beverages, Nuts & Nut Products","Potential to be contaminated with Salmonella","Barcelona","Food & Beverages","Nuts & Nut Products"
0010-04-20,"Ukrop's","Biscuits, rolls, salads and subs manufactured using recalled ham ingredient","Food & Beverages, Pork/Pork Product","Potential for Contamination with Listeria monocytogenes","Ukrop's","Food & Beverages","Pork/Pork Product"
0003-08-20,"Fullei Fresh","Organic Bean Sprouts","Food & Beverages, Produce","Potential to be contaminated with Listeria monocytogenes","Fullei Fresh","Food & Beverages","Produce"
NA,"Working Cow Homemade Ice Cream","No Sugar Added Ice Cream (Vanilla; Chocolate flavors)","Food & Beverages, Foodborne Illness, Ice Cream/Frozen Dairy","Listeria monocytogenes","Working Cow Homemade Ice Cream, Inc.","Food & Beverages","Ice Cream/Frozen Dairy"
NA,"Mini Roll","Mini roll food treat","Food & Beverages, Allergens","Undeclared egg","Apollo Food International Inc.","Food & Beverages",""
NA,"S&W","White Beans","Food & Beverages, Allergens, Grain/Grain Product","Undeclared Sulfites","Faribault Foods, Inc.","Food & Beverages","Grain/Grain Product"
NA,"Margie","Pasteurized Cow’s Milk Cheese","Food & Beverages, Cheese/Cheese Product","Improper Pasteurization","Sprout Creek Farm Inc.","Food & Beverages","Cheese/Cheese Product"
NA,"Forager","Plant Protein Shake","Food & Beverages, Milk/Milk Product","Undeclared almonds","Forager Project","Food & Beverages","Milk/Milk Product"
0010-05-20,"Callie's Charleston Biscuits","Country Ham Biscuits and Cocktail Ham Biscuits","Food & Beverages, Foodborne Illness, Meat/Meat Products & Poultry","Potential to be contaminated with Listeria monocytogenes","Callie's Charleston Biscuits LLC","Food & Beverages","Meat/Meat Products & Poultry"
NA,"Du Sud","Seedless Raisins","Food & Beverages, Allergens","Undeclared sulfites","P. East Trading Corp.","Food & Beverages",""
NA,"Pillsbury","Flour","Food & Beverages, Bakery Product/Mix","Salmonella","Hometown Food","Food & Beverages","Bakery Product/Mix"
NA,"Surtidoras","Muffins","Food & Beverages, Bakery Product/Mix","Undeclared milk","Surtidoras Bakery, Inc.","Food & Beverages","Bakery Product/Mix"
0001-07-20,"Lunch Box","Italian Sub and Ham & Cheese Sandwiches and Ham & Swiss Croissants","Food & Beverages, Snack Food Item","Listeria","Grand Strand Sandwich Company","Food & Beverages","Snack Food Item"
NA,"Sweet Me Creamery","Ice Cream","Food & Beverages, Allergens, Ice Cream/Frozen Dairy","Undeclared Peanuts","Kemps","Food & Beverages","Ice Cream/Frozen Dairy"
0003-11-20,"Achdut, Baron's, S&F, Pepperwood and others","Tahini","Food & Beverages, Foodborne Illness, Poultry/Poultry Product","Potential Contamination by Salmonella","Achdut LTD.","Food & Beverages","Poultry/Poultry Product"
0010-10-20,"Bazzini’s","Pistachios","Food & Beverages, Nuts & Nut Products","Potential to be contaminated with salmonella","Bazzini LLC","Food & Beverages","Nuts & Nut Products"
NA,"Cedar’s","Chickpea Salad","Food & Beverages, Allergens, Vegetable Products","Undeclared Soy","Cedar’s Mediterranean Foods","Food & Beverages","Vegetable Products"
NA,"Fred Meyer Bakery","Angel Food Cake Bar","Food & Beverages, Allergens","Undeclared Allergens milk and soy","Clackamas Bakery","Food & Beverages",""
NA,"Jay Robb","Egg White Protein","Food & Beverages, Allergens, Meal Replacements","Undeclared Milk","Jay Robb Enterprises","Food & Beverages","Meal Replacements"
NA,"Working Cow","Ice Cream","Food & Beverages, Ice Cream/Frozen Dairy","Potential to be contaminated with Listeria monocytogenes","Working Cow Homemade, Inc.","Food & Beverages","Ice Cream/Frozen Dairy"
NA,"feel good foods","Vegetable Fried Rice frozen meal","Food & Beverages, Allergens, Prepared Food","Undeclared egg","Feel Good Foods Inc.","Food & Beverages","Prepared Food"
0006-11-20,"Kirkland Signature","Three Berry Blend","Food & Beverages","Hepatitis A","Townsend Farms, Inc.","Food & Beverages",""
NA,"King Arthur Flour","Unbleached All-Purpose Flour","Food & Beverages, Bakery Product/Mix","Presence of Escherichia coli bacteria (E. coli).","King Arthur Flour, Inc.","Food & Beverages","Bakery Product/Mix"
0006-12-20,"Kirkland Signature","Three Berry Blend","Food & Beverages, Fruit/Fruit Product","Hepatitis A","Townsend Farms, Inc.","Food & Beverages","Fruit/Fruit Product"
NA,"Parivar","Dry Dates","Food & Beverages, Fruit/Fruit Product","High Sulfite Content","SHIVAM DISTRIBUTORS","Food & Beverages","Fruit/Fruit Product"
NA,"Pillsbury BEST","Flour","Food & Beverages, Bakery Product/Mix","E.coli","Hometown Food Company","Food & Beverages","Bakery Product/Mix"
NA,"Lay’s","Potato Chips","Food & Beverages, Snack Food Item","Reason/Problem Undeclared Milk","Frito-Lay North America","Food & Beverages","Snack Food Item"
NA,"WinCo Foods","Frozen Red Raspberries","Food & Beverages, Fruit/Fruit Product","Norovirus","WinCo Foods, LLC","Food & Beverages","Fruit/Fruit Product"
NA,"Sprouts Farmers Market","Frozen Cut Leaf Spinach","Food & Beverages, Produce","Listeria monocytogenes","Sprouts Farmers Market","Food & Beverages","Produce"
NA,"Mai sushi my way","Spicy shrimp tempura crunch roll, Spicy shrimp tempura roll","Food & Beverages, Shellfish","Undeclared eggs","Mai Cuisine Inc.","Food & Beverages","Shellfish"
NA,"Signature Select","Avocado Chunks","Food & Beverages","Listeria monocytogenes","Nature’s Touch Frozen Foods West Inc.","Food & Beverages",""
NA,"Woodstock","Organic Grilled Red Peppers","Food & Beverages","Potential for Listeria monocytogenes","UNFI","Food & Beverages",""
NA,"Great Value and Tipton Grove","Frozen Blackberries and Frozen Mixed Berries","Food & Beverages","Norovirus","Alma Pak","Food & Beverages",""
NA,"Lactaid, Kraft, and more","Various Perishable items","Food & Beverages","Products were not held at appropriate temperature during transportation due to mechanical malfunction.","C&S Wholesale Grocers, Inc","Food & Beverages",""
NA,"Brand Castle and Sisters Gourmet","Cookie and brownie mixes","Food & Beverages","May be contaminated with pathogenic E. coli","Brand Castle, LLC","Food & Beverages",""
NA,"Penafiel","Unflavored Mineral Spring Water","Food & Beverages, Bottled Water","Presence of Arsenic","Keurig Dr. Pepper","Food & Beverages","Bottled Water"
NA,"Parent's Choice","Advantage Infant Formula Milk Based Powder with Iron","Food & Beverages, Infant Formula & Foods","Potential presence of metal foreign material","Perrigo Company plc","Food & Beverages","Infant Formula & Foods"
0007-01-20,"Green Giant Fresh, Growers Express, Signature Farms, Trader Joe’s","Butternut squash, cauliflower, zucchini, and butternut squash based veggie bowl products","Food & Beverages, Produce","Listeria monocytogenes","Growers Express","Food & Beverages","Produce"
0007-10-20,"Multiple brands","Hamburger and Hot Dog Buns","Food & Beverages, Bakery Product/Mix","Potential Presence of Small Pieces of Hard Plastic","Flowers Foods, Inc.","Food & Beverages","Bakery Product/Mix"
0007-11-20,"PICS","Soy Sauce","Food & Beverages, Gravy/Sauces","Undeclared Fish","Baumer Foods, Inc.","Food & Beverages","Gravy/Sauces"
0007-11-20,"PROBAR","Multiple flavors of Meal Bars","Food & Beverages, Meal Replacements","Undeclared Milk and Soy","PROBAR","Food & Beverages","Meal Replacements"
NA,"Shirakiku","Fish cake products","Food & Beverages","Undeclared allergens, (Milk, Egg and Crustacean shellfish)","Wismettac Asian Foods, Inc.","Food & Beverages",""
NA,"Bucee’s, Fresh Thyme, Harris Teeter, other","hummus products","Food & Beverages","Due to potential Listeria monocytogenes","Pita Pal Foods, LP","Food & Beverages",""
NA,"Due to Potential Contamination of Listeria monocytogenes","Fresh vegetable products","Food & Beverages","Due to Potential Contamination of Listeria monocytogenes","Growers Express","Food & Beverages",""
NA,"Penafiel","Unflavored  Mineral Spring Water","Food & Beverages","Presence of Arsenic","Keurig Dr. Pepper","Food & Beverages",""
NA,"Northfork Bison Distributions Inc","Bison Burgers & Bison Ground","Food & Beverages","Has the potential to be contaminated with E. coli: O121 and O103","Northfork Bison Distributions Inc","Food & Beverages",""
NA,"Ragu","Pasta sauce","Food & Beverages, Gravy/Sauces","Potential contamination with plastic fragments","Mizkan America, Inc.","Food & Beverages","Gravy/Sauces"
NA,"Archer Farms, Freskët","egg salad, tuna salad, Thai lobster salad, and deviled egg sandwiches","Food & Beverages","Due to possible contamination with Listeria monocytogenes","Elevation Foods, LLC","Food & Beverages",""
NA,"Mountain Rose Herbs","Whole Fennel Seed","Food & Beverages, Spices, Flavors &  Salts","Potential to be contaminated with Salmonella","Mountain Rose Herbs","Food & Beverages","Flavors &  Salts"
NA,"Tainy Vostoka","Tainy Vostoka Assorted Dry Fruits-Apple","Food & Beverages","Sulfites","Euphoria Fancy Food Inc","Food & Beverages",""
NA,"Bucee's, Fresh Thyme and more","Hummus and Dips","Food & Beverages","Due to possible contamination with Listeria monocytogenes","Pita Pal Foods, LP","Food & Beverages",""
NA,"Great Value, HEB","Taco Seasoning Products","Food & Beverages","Due to possible presence of Salmonella contamination","Williams Foods LLC","Food & Beverages",""
NA,"The Cookie Dough Cafe","Chocolate Chip Cookie Dough Bars","Food & Beverages","Undeclared peanuts","Juju Bakes LLC dba The Cookie Dough Cafe","Food & Beverages",""
NA,"Dole, Fresh Selections, Simple Truth, Marketside, The Little Salad Bar, and President’s Choice","Packaged salads","Food & Beverages, Food & Beverage Safety","listeria outbreak","Dole Fresh Vegetables, Inc","Food & Beverages",""
0008-01-20,"Door County Whitefish","Smoked Whitefish Pate","Food & Beverages","Undeclared Egg, Soy, and Anchovies","Ruleau Brothers Inc.","Food & Beverages",""
0008-01-20,"Entenmann’s","Soft Baked Chocolate Chip Cookies","Food & Beverages","Due to the potential presence of visible, blue plastic pieces","Bimbo Bakeries USA, Inc.","Food & Beverages",""
0008-02-20,"PreGel","Lemon 50, powdered flavoring","Food & Beverages","Undeclared Milk","PreGel America, Inc.","Food & Beverages",""
0008-09-20,"Dole","Baby Spinach","Food & Beverages, Produce","Potential Salmonella contamination","Dole Fresh Vegetables, Inc.","Food & Beverages","Produce"
NA,"AWERS","Grained Salmon Caviar","Food & Beverages","Potential Clostridium Botulinum Contamination","AWERS, Inc.","Food & Beverages",""
0012-06-20,"Truly Good Foods","South of the Border nut mix","Food & Beverages, Allergens, Snack Food Item","Undeclared almond and soy","Tropical Nut and Fruit Co.","Food & Beverages","Snack Food Item"
0012-08-20,"Tailor Cut Produce","Fruit Luau","Food & Beverages, Foodborne Illness, Snack Food Item","Potential to be contaminated with Salmonella","Tailor Cut Produce","Food & Beverages","Snack Food Item"
0012-10-20,"CATSMO LLC","Cold Smoked Salmon (whole fillets and specialty cuts)","Food & Beverages, Foodborne Illness, Fish","Listeria monocytogenes","CATSMO LLC","Food & Beverages","Fish"
NA,"365 Everyday Value","Dark Chocolate Peppermint Sandwich Cremes & Dark Chocolate Caramel Sea Salt Sandwich Cremes","Food & Beverages, Allergens","Undeclared milk and coconut","Whole Foods Market","Food & Beverages",""
NA,"Esmea","Sesame tahini","Food & Beverages","Product has the potential to be contaminated with Salmonella","Esmea Foods","Food & Beverages",""
NA,"Almark, Nic’s, Rainbow Farms, Sutherland’s, Egggs Select","Hard cooked broken egg whites & hard cooked eggs","Food & Beverages","Potential to be contaminated with Listeria monocytogenes","Almark Foods","Food & Beverages",""
NA,"Trader Joe’s","Egg salad and potato salad","Food & Beverages, Foodborne Illness, Prepared Food","Product has the potential to be contaminated with Listeria monocytogenes","Bakkavor Foods USA","Food & Beverages","Prepared Food"
NA,"Almark, 7 Select, Best Choice, more","All hard-boiled eggs manufactured at the firm’s Gainesville, Georgia facility, including all retail, pillow pack, pouch pack, frozen diced, and protein kit products","Food & Beverages, Foodborne Illness, Egg/Egg Product","Potential to be contaminated with Listeria monocytogenes","Almark Foods","Food & Beverages","Egg/Egg Product"
NA,"Dierbergs Kitchen","Salads and Remoulade","Food & Beverages, Prepared Food","Product has the potential to be contaminated with Listeria monocytogenes","Dierbergs Markets","Food & Beverages","Prepared Food"
NA,"Pro2Snax To The Max","Snack kits containing hard boiled eggs","Food & Beverages, Prepared Food","Product has the potential to be contaminated with Listeria monocytogenes","Reichel Foods Inc.","Food & Beverages","Prepared Food"
NA,"Great American Deli","Egg salad sandwiches","Food & Beverages, Prepared Food","Product has the potential to be contaminated with Listeria monocytogenes","Great American Deli","Food & Beverages","Prepared Food"
NA,"Sprout Unlimited","Clover Sprouts","Food & Beverages, Vegetable Products","May be contaminated with Escherichia coli O103 bacteria","Sprouts Unlimited","Food & Beverages","Vegetable Products"
NA,"Cece’s® Veggie Co.","Veggie Ramen with Chicken Broth","Food & Beverages, Prepared Food","Product has the potential to be contaminated with Listeria monocytogenes","Veggie Noodle Co.","Food & Beverages","Prepared Food"
NA,"None","Hard-boiled eggs","Food & Beverages, Foodborne Illness, Egg/Egg Product","Product has the potential to be contaminated with Listeria monocytogenes","Meijer","Food & Beverages","Egg/Egg Product"
NA,"Sienna Bakery","Chocolate Turtle Brownie","Food & Beverages","May contain undeclared peanuts","Dianne’s Fine Desserts","Food & Beverages",""
NA,"MiniMeal2Go","Protein pack and avocado toast","Food & Beverages","Potential to be contaminated with Listeria monocytogenes","FiveStar Gourmet Foods","Food & Beverages",""
0001-02-20,"Limena, LLC","Salvadorean String Cheese (Quesillo Cheese) semi-soft cheese","Food & Beverages, Cheese/Cheese Product","Potential to be contaminated with Listeria monocytogenes","Limena, LLC","Food & Beverages","Cheese/Cheese Product"
0001-03-20,"Wilbur","Dark chocolate covered cashews","Food & Beverages, Allergens, Nuts & Nut Products","Undeclared wheat","Cargill","Food & Beverages","Nuts & Nut Products"
0001-04-20,"Ducktrap River of Maine","Herring Center Cuts in Wine Sauce","Food & Beverages, Allergens, Milk/Milk Product","Undeclared milk","Ducktrap River of Maine","Food & Beverages","Milk/Milk Product"
0001-06-20,"Jeni’s","Cold Brew with Coconut Cream Non-Dairy Frozen Dessert","Food & Beverages, Allergens, Ice Cream/Frozen Dairy","Undeclared milk","Jeni’s Splendid Ice Creams","Food & Beverages","Ice Cream/Frozen Dairy"
0001-06-20,"purely elizabeth","Chocolate Sea Salt Probiotic Granola","Food & Beverages","Undeclared walnuts","purely elizabeth","Food & Beverages",""
0001-06-20,"Premo, Fresh Grab","Wedge Sandwiches","Food & Beverages","Potential to be contaminated with Listeria monocytogenes","Lipari Foods, LLC","Food & Beverages",""
0001-08-20,"Fresh Location","Protein snack tray and protein trail mix","Food & Beverages, Foodborne Illness, Snack Food Item","Potential to be contaminated with Listeria monocytogenes","Fresh Location","Food & Beverages","Snack Food Item"
NA,"Premo,& Fresh Grab","Sandwiches","Food & Beverages","Potential to be contaminated with Listeria monocytogenes","Lipari Foods, LLC","Food & Beverages",""
NA,"Sham Gardens","Tahina","Food & Beverages, Foodborne Illness","Potential to be contaminated with Salmonella","Five Star Food Inc.","Food & Beverages",""
NA,"Premo, Fresh Grab","Sandwiches","Food & Beverages, Foodborne Illness, Prepared Food","Due to potential contamination of Listeria monocytogenes","Lipari Foods","Food & Beverages","Prepared Food"
NA,"Morrison’s, Savannah Classics, Piccadilly","Cornbread Dressing and Bread Stuffing","Food & Beverages, Foodborne Illness, Prepared Food","Potential to be contaminated with Listeria monocytogenes","Savannah Food Company, Inc.","Food & Beverages","Prepared Food"
NA,"Quesos La Ricura","Cheese","Food & Beverages, Cheese/Cheese Product","May be contaminated with Shiga toxin producing E. coli","Quesos La Ricura","Food & Beverages","Cheese/Cheese Product"
NA,"Beepa’s","Goulash starter","Food & Beverages","Undeclared milk","Beepa’s","Food & Beverages",""
NA,"Nopalina","Nopalina Flax Seed Fiber (powder) and Nopalina Flax Seed Fiber (capsule) products","Food & Beverages","Potential to be contaminated with Salmonella","Salud Natural Entrepreneur, Inc.","Food & Beverages",""
NA,"Fresh Food Market Chef’s Recipe","Mushroom Barley Soup","Food & Beverages, Allergens, Soup","Undeclared milk","Bakkavor Foods USA, Inc.","Food & Beverages","Soup"
0002-04-20,"Whole Foods Market","Bundt Cake and Chocolate Dipped Cookies","Food & Beverages","Undeclared milk","Whole Foods Market","Food & Beverages",""
0002-06-20,"New Seasons Market","Grab N’ Go Vegetarian Lasagna w/Gluten Free Pasta","Food & Beverages","Undeclared Soy","New Seasons Market","Food & Beverages",""
0002-07-20,"Nuts ‘N More LLC","Plain Peanut Spread","Food & Beverages","Potential contamination with Listeria sp,","Nuts ‘N More LLC","Food & Beverages",""
0002-08-20,"Corinthian Foods","Uncooked Sweet Potato Crusted Alaska Pollack Nugget","Food & Beverages, Fish","Mislabeling","Corinthian Foods","Food & Beverages","Fish"
0002-10-20,"Pac Bistro","Spinach Dijon Salad","Food & Beverages, Allergens, Prepared Food","Undeclared egg and wheat","Missa Bay","Food & Beverages","Prepared Food"
0002-10-20,"Blendtopia","Frozen smoothie products","Food & Beverages, Foodborne Illness, Milk/Milk Product","Potential to be contaminated with Listeria monocytogenes","Blendtopia Products, LLC","Food & Beverages","Milk/Milk Product"
0002-12-20,"Sunny Select","Au Jus Gravy Mix","Food & Beverages, Allergens, Gravy/Sauces","Undeclared milk allergen","McCormick and Company, Inc.","Food & Beverages","Gravy/Sauces"
0002-12-20,"LOTTE","Chocopie (original, banana, and cacao)","Food & Beverages","Undeclared almonds","Lotte Int’l America Corp.","Food & Beverages",""
NA,"Coburn Farms","Coburn Farms 4.5oz Sharp Yellow Cheddar Cheese, Cherry Juice-Infused Dried Cranberries & Roasted Sea Salted Cashews Snackers","Food & Beverages","Undeclared peanut","Save A Lot","Food & Beverages",""
NA,"Butlers","Irish Whiskey Dark Chocolate Bar","Food & Beverages, Allergens, Chocolate/Cocoa Product","Undeclared milk","Gourmet International and Butlers Chocolates UC","Food & Beverages","Chocolate/Cocoa Product"
NA,"Annie Chun’s","Japanese-Style Teriyaki Noodle Bowls","Food & Beverages","Undeclared peanuts","CJ Foods, Inc.","Food & Beverages",""
NA,"Kroger","Sweet & Mesquite BBQ Potato Chips","Food & Beverages","Undeclared milk","Saratoga Potato Chips, LLC","Food & Beverages",""
NA,"Moonstruck","Praline Pecan & Ginger Element Bar in Dark Chocolate","Food & Beverages","Undeclared milk","Moonstruck Chocolate Co.","Food & Beverages",""
NA,"Natural Grocers","Almond clusters dark chocolate Non GMO","Food & Beverages","Undeclared peanuts and undeclared milk","Vitamin Cottage Natural Food Markets, Inc.","Food & Beverages",""
NA,"Natural Grocers","Peanut clusters dark chocolate Non GMO","Food & Beverages","Undeclared almonds and undeclared milk","Vitamin Cottage Natural Food Markets, Inc.","Food & Beverages",""
NA,"Sierra Soups","Pasta e Fagioli","Food & Beverages, Allergens, Soup","Product contains undeclared gluten","Sierra Soups","Food & Beverages","Soup"
NA,"Premier Choice","3 lb. tub Peanut Butter Cookie Dough","Food & Beverages","Undeclared milk","Choice Products USA, LLC","Food & Beverages",""
0003-03-20,"Whole Foods Market","Green Chile Chicken Tamales","Food & Beverages","Undeclared Milk","Whole Foods Market","Food & Beverages",""
0003-03-20,"ReStructure","Vanilla Protein Powder","Food & Beverages","Undeclared Milk","New Capstone, Inc.","Food & Beverages",""
0003-05-20,"Vita","Wild Herring In Wine Sauce","Food & Beverages","Undeclared Milk","Vita Food Products, Inc.","Food & Beverages",""
0003-05-20,"Stonewall Kitchen","Ghost Pepper Salsa","Food & Beverages","Undeclared Milk and Soy","Stonewall Kitchen, LLC","Food & Beverages",""
0003-06-20,"HEB","Salad Kit, Tuscan Herb","Food & Beverages","Undeclared peanut, wheat, soy & tree nuts","Dole Fresh Vegetables, Inc.","Food & Beverages",""
NA,"Sun Hong Foods","Enoki Mushrooms","Food & Beverages","Potential to be contaminated with Listeria monocytogenes","Sun Hong Foods, Inc.","Food & Beverages",""
0003-10-20,"Meijer","Mixed Nuts","Food & Beverages","Undeclared Brazil nuts","Meijer","Food & Beverages",""
0003-11-20,"Pero Family Farms","Zucchini Spiral Pesto Side Dish Kit","Food & Beverages","Undeclared egg and milk","Pero Family Farms Food Company, LLC","Food & Beverages",""
NA,"WinCo","Frozen Blackberries and Frozen Berry Medley","Food & Beverages","Norovirus","WinCo Foods, LLC","Food & Beverages",""
NA,"AFC Distribution Corp.","Cooked Butterfly Tail-On Whiteleg Shrimp (Sushi Ebi)","Food & Beverages, Foodborne Illness","Potential to be contaminated with Vibrio parahaemolyticus","AFC Distribution Corp.","Food & Beverages",""
NA,"Wegmans","Ginger Salmon Oven Safe Meal and Salmon Teriyaki Oven Safe Meal","Food & Beverages, Allergens","Undeclared wheat","Raw Seafoods, Inc","Food & Beverages",""
NA,"Chicago Indoor Garden","Red Clover Sprouts, Sprout Salad, Mixed Greens, Spring Salad","Food & Beverages, Foodborne Illness","Presence of E. coli 0103","Chicago Indoor Garden","Food & Beverages",""
NA,"Lindt","85% Cocoa chocolate bars","Food & Beverages, Allergens","Undeclared milk and soy","Lindt & Sprüngli","Food & Beverages",""
NA,"Guan's Mushroom Co.","Enoki Mushroom","Food & Beverages, Foodborne Illness","Potential Listeria monocytogenes","Guan's Mushroom Co.","Food & Beverages",""
NA,"Huangfushanzen Huang Mountain Tea Mushroom","Dried Mushrooms","Food & Beverages, Allergens","Undeclared Sulfites","Tiffany Food Corporation","Food & Beverages",""
NA,"Whole Foods Market","Vodka Sauce","Food & Beverages","Undeclared Milk","Winter Gardens Quality Foods, Inc.","Food & Beverages",""
NA,"H&C Food Inc.","Enoki mushrooms","Food & Beverages, Foodborne Illness","Potential to be contaminated with Listeria monocytogenes","H&C Food Inc.","Food & Beverages",""
0004-10-20,"Whole Foods Market","Minestrone Soup","Food & Beverages","Undeclared milk","Whole Foods Market","Food & Beverages",""
NA,"DSD Merchandisers, Inc.","Roasted/Salted Deluxe Mixed Nuts","Food & Beverages","Undeclared peanut","DSD Merchandisers, Inc.","Food & Beverages",""
0003-10-20,"Inspired Organics","Sunflower butter","Food & Beverages, Foodborne Illness, Organic Food / Home Grown","Potential to be contaminated with Listeria monocytogenes","Inspired Organics, LLC","Food & Beverages","Organic Food / Home Grown"
